"","age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","extroversion","neuroticism","agreeableness","conscientiousness","openness"
"229",39,"Female","DE",1,2,2,4,4,3,4,4,4,4,4,4,2,4,3,0.33,0.73,0.8,0.8,0.6
"230",18,"Female","GB",2,2,2,3,4,3,3,3,3,2,4,3,5,3,4,0.4,0.67,0.6,0.6,0.8
"231",29,"Female","MY",2,2,2,3,3,4,3,4,3,4,2,4,2,4,3,0.4,0.67,0.67,0.67,0.6
"232",15,"Female","ID",1,1,3,5,3,5,1,4,4,2,3,1,5,5,5,0.33,0.87,0.6,0.4,1
"233",15,"Male","IN",1,1,1,5,5,5,2,5,1,1,5,1,5,5,5,0.2,1,0.53,0.47,1
"234",16,"Male","AE",1,4,5,5,5,5,5,5,5,4,5,4,3,5,2,0.67,1,1,0.87,0.67
"235",20,"Female","LT",3,4,3,3,5,3,5,5,5,2,5,2,5,5,5,0.67,0.73,1,0.6,1
"236",19,"Male","PK",1,1,1,1,2,4,1,1,1,1,3,1,1,4,4,0.2,0.47,0.2,0.33,0.6
"237",42,"Female","GB",3,3,4,4,5,5,4,5,4,2,4,2,5,5,3,0.67,0.93,0.87,0.53,0.87
"238",19,"Male","MY",2,2,3,3,4,3,4,4,4,4,3,3,4,4,4,0.47,0.67,0.8,0.67,0.8
"239",18,"Female","BT",1,1,5,5,5,4,4,3,1,5,4,4,4,4,3,0.47,0.93,0.53,0.87,0.73
"240",17,"Male","ID",1,3,2,2,3,2,2,3,3,4,3,4,3,4,3,0.4,0.47,0.53,0.73,0.67
"241",15,"Female","DE",1,1,2,5,5,5,4,3,3,3,4,1,5,5,4,0.27,1,0.67,0.53,0.93
"242",42,"Female","DK",3,5,5,1,2,1,5,5,5,4,3,1,5,5,4,0.87,0.27,1,0.53,0.93
"243",25,"Female","US",1,3,3,5,5,5,5,5,4,2,3,2,3,5,3,0.47,1,0.93,0.47,0.73
"244",15,"Male","CA",2,3,2,5,4,3,4,4,3,3,4,1,3,3,3,0.47,0.8,0.73,0.53,0.6
"245",17,"Female","IN",1,5,5,5,5,5,3,5,4,2,5,5,5,4,4,0.73,1,0.8,0.8,0.87
"246",16,"Female","IN",3,5,3,5,5,5,4,5,5,1,1,1,5,5,5,0.73,1,0.93,0.2,1
"247",26,"Male","AR",2,4,5,3,5,4,4,4,4,4,5,5,5,4,4,0.73,0.8,0.8,0.93,0.87
"248",19,"Other","RO",1,2,1,2,2,2,2,4,3,2,3,1,5,4,3,0.27,0.4,0.6,0.4,0.8
"249",37,"Female","RS",1,3,3,4,5,2,3,4,3,5,4,4,4,5,3,0.47,0.73,0.67,0.87,0.8
"250",24,"Male","IN",3,4,2,4,5,5,3,5,4,3,5,3,4,4,4,0.6,0.93,0.8,0.73,0.8
"251",19,"Female","PH",5,4,2,3,3,2,4,4,5,3,2,1,4,5,3,0.73,0.53,0.87,0.4,0.8
"252",36,"Male","US",1,2,2,3,4,1,4,5,5,2,3,4,4,4,5,0.33,0.53,0.93,0.6,0.87
"253",16,"Male","IN",3,4,4,4,3,4,4,4,3,2,4,2,3,4,4,0.73,0.73,0.73,0.53,0.73
"254",24,"Male","IN",3,4,3,2,4,4,3,4,4,3,5,3,4,5,4,0.67,0.67,0.73,0.73,0.87
"255",26,"Female","GH",4,5,5,3,3,2,4,3,5,4,5,5,4,3,5,0.93,0.53,0.8,0.93,0.8
"256",20,"Male","PH",1,5,4,5,5,4,5,5,5,3,5,4,4,5,5,0.67,0.93,1,0.8,0.93
"257",38,"Female","NL",1,1,1,5,5,5,2,3,3,1,2,4,4,3,2,0.2,1,0.53,0.47,0.6
"258",15,"Female","US",1,1,1,4,4,1,3,3,3,5,4,2,5,4,5,0.2,0.6,0.6,0.73,0.93
"259",17,"Female","DK",2,3,2,3,4,3,4,3,3,4,4,3,5,3,4,0.47,0.67,0.67,0.73,0.8
"260",22,"Male","AU",1,3,1,4,5,4,4,5,3,3,4,4,5,5,1,0.33,0.87,0.8,0.73,0.73
"261",20,"Female","MU",4,5,4,4,4,2,5,5,5,5,5,5,1,5,5,0.87,0.67,1,1,0.73
"262",27,"Female","KE",1,3,3,1,1,1,5,5,1,5,5,1,5,5,2,0.47,0.2,0.73,0.73,0.8
"263",42,"Female","PH",3,4,5,5,5,3,4,5,4,4,5,5,5,5,5,0.8,0.87,0.87,0.93,1
"264",25,"Female","GB",2,3,3,3,4,3,4,5,3,4,5,4,4,4,4,0.53,0.67,0.8,0.87,0.8
"265",39,"Female","US",4,5,5,4,4,3,5,4,4,5,4,5,4,4,4,0.93,0.73,0.87,0.93,0.8
"266",23,"Male","IN",3,4,2,4,4,2,2,2,4,2,4,3,3,4,4,0.6,0.67,0.53,0.6,0.73
"267",14,"Female","PH",1,1,2,5,5,5,3,3,3,3,2,1,5,1,4,0.27,1,0.6,0.4,0.67
"268",21,"Female","GB",3,5,5,4,4,1,4,3,5,5,2,4,3,3,3,0.87,0.6,0.8,0.73,0.6
"269",43,"Female","US",2,2,3,4,3,3,2,4,3,4,4,4,5,5,5,0.47,0.67,0.6,0.8,1
"270",20,"Female","BR",1,1,1,5,5,5,3,3,1,1,3,3,2,2,2,0.2,1,0.47,0.47,0.4
"271",19,"Female","HR",2,1,1,5,4,5,4,3,3,2,5,1,5,4,5,0.27,0.93,0.67,0.53,0.93
"272",29,"Female","GB",5,5,4,5,4,4,4,4,5,3,3,3,4,4,5,0.93,0.87,0.87,0.6,0.87
"273",23,"Female","GB",3,5,5,3,5,4,4,5,5,5,5,5,5,5,5,0.87,0.8,0.93,1,1
"274",13,"Male","GB",1,3,1,1,3,1,1,5,5,1,5,2,4,5,3,0.33,0.33,0.73,0.53,0.8
"275",17,"Female","GB",4,4,4,4,5,5,4,4,4,3,4,3,3,4,2,0.8,0.93,0.8,0.67,0.6
"276",21,"Female","PH",4,4,2,1,2,2,4,4,4,2,2,1,3,4,3,0.67,0.33,0.8,0.33,0.67
"277",35,"Male","US",3,4,5,3,4,2,4,5,4,4,4,5,4,5,4,0.8,0.6,0.87,0.87,0.87
"278",29,"Female","US",3,5,5,5,4,4,5,5,5,3,5,4,5,4,4,0.87,0.87,1,0.8,0.87
"279",13,"Male","US",3,3,4,1,2,1,3,4,4,4,4,5,5,4,5,0.67,0.27,0.73,0.87,0.93
"280",13,"Female","US",2,4,3,1,2,2,2,4,2,5,3,3,1,3,3,0.6,0.33,0.53,0.73,0.47
"281",13,"Male","US",2,2,2,1,2,1,4,1,3,4,3,1,4,5,2,0.4,0.27,0.53,0.53,0.73
"282",13,"Male","US",3,3,2,4,5,5,4,3,4,4,3,3,5,5,5,0.53,0.93,0.73,0.67,1
"283",13,"Female","US",4,4,4,3,3,3,4,3,3,4,4,3,3,3,3,0.8,0.6,0.67,0.73,0.6
"284",13,"Female","US",4,3,4,5,5,4,4,4,5,5,5,5,4,3,4,0.73,0.93,0.87,1,0.73
"285",13,"Male","US",5,5,4,4,3,2,5,3,3,2,5,3,5,5,5,0.93,0.6,0.73,0.67,1
"286",13,"Male","US",4,4,5,1,1,1,3,4,2,5,4,3,4,4,5,0.87,0.2,0.6,0.8,0.87
"287",13,"Female","US",4,4,4,2,2,2,4,3,4,4,4,3,4,4,4,0.8,0.4,0.73,0.73,0.8
"288",13,"Male","US",1,5,5,4,5,1,5,1,3,1,3,3,4,5,5,0.73,0.67,0.6,0.47,0.93
"289",13,"Female","US",3,4,4,4,5,5,4,4,4,1,2,2,3,1,3,0.73,0.93,0.8,0.33,0.47
"290",14,"Male","US",5,4,5,2,2,2,4,5,3,3,3,3,4,5,5,0.93,0.4,0.8,0.6,0.93
"291",13,"Female","US",2,3,3,3,4,2,3,4,3,4,4,4,2,4,5,0.53,0.6,0.67,0.8,0.73
"292",13,"Male","US",5,4,4,2,4,1,4,3,3,4,3,4,1,2,2,0.87,0.47,0.67,0.73,0.33
"293",13,"Female","US",3,5,5,3,5,5,5,3,3,4,5,5,4,3,3,0.87,0.87,0.73,0.93,0.67
"294",14,"Male","US",1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,0.2,0.2,0.2,0.2,0.47
"295",13,"Male","US",3,5,5,1,1,1,5,5,5,5,5,5,5,5,5,0.87,0.2,1,1,1
"296",13,"Male","US",5,5,5,1,1,1,4,3,2,4,4,2,2,3,4,1,0.2,0.6,0.67,0.6
"297",13,"Male","US",5,5,5,1,1,1,5,3,3,5,5,5,5,5,5,1,0.2,0.73,1,1
"298",14,"Female","US",3,3,2,2,3,2,5,4,5,3,2,3,4,2,3,0.53,0.47,0.93,0.53,0.6
"299",13,"Female","US",5,5,5,2,1,1,5,5,5,5,5,5,5,5,5,1,0.27,1,1,1
"300",13,"Male","US",1,2,2,4,4,4,3,2,2,3,3,5,5,2,2,0.33,0.8,0.47,0.73,0.6
"301",13,"Female","US",5,5,5,1,3,1,4,4,5,1,3,1,4,1,4,1,0.33,0.87,0.33,0.6
"302",14,"Male","US",4,5,5,5,5,3,5,5,3,2,5,4,5,3,5,0.93,0.87,0.87,0.73,0.87
"303",25,"Male","SG",4,2,1,4,2,1,2,2,4,4,5,2,5,4,5,0.47,0.47,0.53,0.73,0.93
"304",13,"Female","US",5,1,5,2,3,2,5,4,3,4,4,4,4,4,3,0.73,0.47,0.8,0.8,0.73
"305",13,"Male","US",5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,0.2,1,1,1
"306",24,"Female","PK",5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,0.73,1,0.73,1,1
"307",42,"Female","HR",2,3,3,2,3,3,4,4,3,3,4,3,4,4,4,0.53,0.53,0.73,0.67,0.8
"308",33,"Male","SE",5,5,5,1,3,1,5,5,4,5,5,2,3,5,5,1,0.33,0.93,0.8,0.87
"309",20,"Female","(nu",3,4,3,4,5,3,4,4,5,4,4,4,5,4,5,0.67,0.8,0.87,0.8,0.93
"310",41,"Female","US",3,5,5,1,4,1,5,5,5,4,5,5,5,5,5,0.87,0.4,1,0.93,1
"311",26,"Female","US",4,5,5,4,4,2,5,4,5,3,4,2,4,5,4,0.93,0.67,0.93,0.6,0.87
"312",17,"Male","US",5,5,5,3,5,5,3,3,3,1,2,3,5,4,5,1,0.87,0.6,0.4,0.93
"313",38,"Female","US",4,4,4,2,2,2,3,4,4,3,3,2,4,4,5,0.8,0.4,0.73,0.53,0.87
"314",17,"Male","US",2,5,5,1,1,1,5,4,4,2,4,4,5,4,4,0.8,0.2,0.87,0.67,0.87
"315",35,"Female","US",1,5,2,2,1,2,5,5,5,5,5,5,3,5,5,0.53,0.33,1,1,0.87
"316",21,"Male","AU",2,1,2,2,3,2,1,2,2,4,4,3,2,2,2,0.33,0.47,0.33,0.73,0.4
"317",21,"Male","IN",4,2,2,4,2,4,3,2,3,2,4,3,3,4,3,0.53,0.67,0.53,0.6,0.67
"318",27,"Female","US",3,5,5,3,5,3,5,5,5,2,4,2,5,5,4,0.87,0.73,1,0.53,0.93
"319",17,"Female","US",1,3,2,5,5,2,5,5,3,4,5,4,5,5,4,0.4,0.8,0.87,0.87,0.93
"320",28,"Female","US",4,5,5,4,4,4,5,5,5,2,4,5,4,5,4,0.93,0.8,1,0.73,0.87
"321",14,"Female","CA",3,4,3,3,4,3,3,4,3,4,4,3,4,5,4,0.67,0.67,0.67,0.73,0.87
"322",17,"Female","US",3,3,3,4,4,2,5,4,4,4,4,4,4,5,4,0.6,0.67,0.87,0.8,0.87
"323",17,"Female","US",4,5,4,2,4,4,3,4,4,4,2,2,3,4,5,0.87,0.67,0.73,0.53,0.8
"324",17,"Male","US",3,3,4,2,4,3,4,3,3,3,4,5,3,4,4,0.67,0.6,0.67,0.8,0.73
"325",16,"Female","US",3,5,4,2,2,1,5,5,4,3,4,3,3,3,3,0.8,0.33,0.93,0.67,0.6
"326",16,"Male","US",4,3,5,3,3,5,3,3,3,4,4,4,4,4,4,0.8,0.73,0.6,0.8,0.8
"327",16,"Female","US",2,5,5,4,5,3,5,5,5,4,5,5,5,5,5,0.8,0.8,1,0.93,1
"328",17,"Male","US",3,3,4,2,3,2,4,4,4,4,4,4,4,4,3,0.67,0.47,0.8,0.8,0.73
"329",15,"Female","US",1,4,3,5,5,4,3,1,2,5,5,5,4,4,2,0.53,0.93,0.4,1,0.67
"330",16,"Female","US",3,2,4,4,5,4,5,5,4,4,5,3,4,5,4,0.6,0.87,0.93,0.8,0.87
"331",16,"Male","US",3,3,4,2,3,2,3,2,4,3,4,4,4,4,4,0.67,0.47,0.6,0.73,0.8
"332",1997,"Female","US",3,3,3,4,4,4,4,5,1,1,3,5,4,1,2,0.6,0.8,0.67,0.6,0.47
"333",17,"Female","US",2,5,4,5,5,5,3,4,3,5,5,5,4,4,3,0.73,1,0.67,1,0.73
"334",16,"Male","AT",1,2,2,5,3,5,3,4,2,2,3,1,4,4,3,0.33,0.87,0.6,0.4,0.73
"335",17,"Female","US",2,3,2,3,3,3,2,3,4,3,3,4,4,3,3,0.47,0.6,0.6,0.67,0.67
"336",33,"Female","US",2,3,3,5,5,3,3,4,4,5,5,3,4,5,4,0.53,0.87,0.73,0.87,0.87
"337",18,"Male","US",4,2,4,5,5,4,2,2,3,4,5,2,4,3,4,0.67,0.93,0.47,0.73,0.73
"338",20,"Male","US",5,5,5,2,2,2,5,3,5,3,4,3,5,5,5,1,0.4,0.87,0.67,1
"339",40,"Female","NO",1,1,1,5,5,5,3,5,4,2,3,2,4,4,4,0.2,1,0.8,0.47,0.8
"340",19,"Female","SE",1,2,2,4,4,2,3,4,3,3,2,1,4,2,4,0.33,0.67,0.67,0.4,0.67
"341",24,"Female","US",1,2,3,4,4,4,2,5,3,4,5,1,5,5,5,0.4,0.8,0.67,0.67,1
"342",17,"Male","ID",2,3,3,4,4,4,2,3,2,3,4,1,3,3,2,0.53,0.8,0.47,0.53,0.53
"343",18,"Male","TZ",3,5,5,4,3,4,5,3,4,1,5,1,5,5,5,0.87,0.73,0.8,0.47,1
"344",15,"Female","SG",1,1,1,5,5,5,5,2,1,3,3,3,5,5,5,0.2,1,0.53,0.6,1
"345",17,"Male","US",1,2,2,1,2,1,4,4,3,3,4,2,5,5,2,0.33,0.27,0.73,0.6,0.8
"346",19,"Female","SK",4,3,3,5,3,4,3,3,3,2,3,3,5,3,5,0.67,0.8,0.6,0.53,0.87
"347",24,"Female","US",3,3,4,5,5,5,5,5,3,5,5,5,5,5,5,0.67,1,0.87,1,1
"348",32,"Female","US",1,3,3,5,4,3,3,4,3,3,4,3,3,4,3,0.47,0.8,0.67,0.67,0.67
"349",20,"Female","FI",2,3,3,5,5,4,3,3,3,4,4,3,5,4,3,0.53,0.93,0.6,0.73,0.8
"350",30,"Male","US",2,4,3,4,5,2,5,5,4,3,4,2,4,5,4,0.6,0.73,0.93,0.6,0.87
"351",16,"Female","ES",1,1,3,4,5,5,2,3,2,3,4,2,5,5,4,0.33,0.93,0.47,0.6,0.93
"352",34,"Male","US",2,3,4,5,5,5,2,4,5,4,4,4,3,5,4,0.6,1,0.73,0.8,0.8
"353",31,"Female","RS",3,4,4,5,5,4,5,5,4,4,5,4,5,4,3,0.73,0.93,0.93,0.87,0.8
"354",27,"Female","US",5,5,5,1,3,1,5,3,5,1,3,3,1,1,1,1,0.33,0.87,0.47,0.2
"355",55,"Female","US",3,3,5,2,3,5,2,5,5,2,5,4,3,5,5,0.73,0.67,0.8,0.73,0.87
"356",35,"Female","SE",4,4,4,3,4,2,3,3,3,4,2,4,5,4,4,0.8,0.6,0.6,0.67,0.87
"357",60,"Male","US",1,4,2,1,4,1,3,2,4,4,2,2,5,5,5,0.47,0.4,0.6,0.53,1
"358",48,"Male","CA",1,4,4,1,3,2,4,4,3,2,2,5,2,3,3,0.6,0.4,0.73,0.6,0.53
"359",32,"Male","US",1,1,1,4,4,4,4,2,1,3,4,4,5,5,5,0.2,0.8,0.47,0.73,1
"360",60,"Male","NL",2,3,4,1,3,1,3,3,4,2,3,4,2,3,4,0.6,0.33,0.67,0.6,0.6
"361",58,"Female","US",3,4,5,1,4,1,5,5,5,1,5,1,5,5,5,0.8,0.4,1,0.47,1
"362",22,"Male","BE",2,2,2,2,4,2,4,3,2,3,4,2,4,5,3,0.4,0.53,0.6,0.6,0.8
"363",23,"Female","US",5,5,5,5,5,2,5,4,5,5,5,5,5,5,5,1,0.8,0.93,1,1
"364",19,"Male","LT",3,4,2,4,4,4,4,4,3,2,4,2,4,4,3,0.6,0.8,0.73,0.53,0.73
"365",24,"Female","US",4,4,5,4,4,2,5,5,4,2,4,5,2,4,4,0.87,0.67,0.93,0.73,0.67
"366",25,"Female",NA,1,2,4,5,5,3,3,3,3,3,3,3,4,4,4,0.47,0.87,0.6,0.6,0.8
"367",45,"Female","NO",1,4,5,3,2,2,5,5,4,4,3,5,2,5,4,0.67,0.47,0.93,0.8,0.73
"368",25,"Male","HU",1,3,2,3,4,1,4,4,2,2,4,2,5,4,5,0.4,0.53,0.67,0.53,0.93
"369",25,"Female","RU",3,5,5,2,2,2,4,5,4,3,4,3,5,4,5,0.87,0.4,0.87,0.67,0.93
"370",14,"Female","US",2,1,2,3,4,3,2,1,1,4,4,3,3,4,3,0.33,0.67,0.27,0.73,0.67
"371",20,"Female","UG",1,5,2,4,1,1,5,5,5,5,4,5,5,3,2,0.53,0.4,1,0.93,0.67
"372",20,"Female","US",4,5,4,5,4,4,1,5,4,3,4,4,5,4,4,0.87,0.87,0.67,0.73,0.87
"373",17,"Female","US",3,4,4,2,3,3,4,4,5,4,5,2,5,5,4,0.73,0.53,0.87,0.73,0.93
"374",22,"Male","BR",3,3,2,4,4,5,4,4,3,2,3,2,4,4,4,0.53,0.87,0.73,0.47,0.8
"375",30,"Female","US",2,3,2,4,4,3,5,5,5,4,5,5,5,3,4,0.47,0.73,1,0.93,0.8
"376",29,"Female","US",3,3,5,1,3,2,3,5,3,1,1,3,5,5,5,0.73,0.4,0.73,0.33,1
"377",22,"Female","US",2,4,3,2,3,1,4,3,3,5,4,4,5,4,3,0.6,0.4,0.67,0.87,0.8
"378",15,"Female","GB",1,1,2,5,5,4,4,5,4,2,3,2,5,2,4,0.27,0.93,0.87,0.47,0.73
"379",13,"Female","GB",3,3,2,5,5,5,4,4,2,2,3,3,2,2,3,0.53,1,0.67,0.53,0.47
"380",14,"Female","US",1,3,2,4,4,4,3,5,4,4,2,3,5,5,5,0.4,0.8,0.8,0.6,1
"381",18,"Female","US",2,3,3,2,4,2,4,4,3,4,4,3,4,4,3,0.53,0.53,0.73,0.73,0.73
"382",38,"Male","PT",2,2,1,5,5,5,1,3,3,1,4,3,4,4,4,0.33,1,0.47,0.53,0.8
"383",18,"Female","US",3,3,3,5,3,3,3,5,5,5,3,5,3,4,3,0.6,0.73,0.87,0.87,0.67
"384",30,"Female","GB",2,3,2,4,5,4,4,4,4,4,5,3,5,4,4,0.47,0.87,0.8,0.8,0.87
"385",19,"Female","GB",1,2,1,3,4,3,3,4,3,2,4,2,5,3,4,0.27,0.67,0.67,0.53,0.8
"386",32,"Male","GB",4,3,4,4,5,2,4,5,4,3,5,4,5,4,4,0.73,0.73,0.87,0.8,0.87
"387",18,"Male","AU",2,4,4,4,4,4,4,4,3,3,4,3,5,4,5,0.67,0.8,0.73,0.67,0.93
"388",28,"Male","DE",1,3,2,1,3,1,3,3,4,3,5,3,5,3,5,0.4,0.33,0.67,0.73,0.87
"389",55,"Female","US",3,5,5,3,5,2,5,5,4,4,5,3,5,3,5,0.87,0.67,0.93,0.8,0.87
"390",31,"Male","CA",3,2,4,5,5,4,3,5,4,3,3,4,4,3,3,0.6,0.93,0.8,0.67,0.67
"391",23,"Female","US",1,3,2,2,4,1,3,3,3,4,4,2,2,5,3,0.4,0.47,0.6,0.67,0.67
"392",16,"Male","US",2,1,4,2,5,2,5,2,1,4,5,4,5,5,5,0.47,0.6,0.53,0.87,1
"393",17,"Female","US",3,5,5,4,5,3,5,4,5,5,3,4,5,5,5,0.87,0.8,0.93,0.8,1
"394",14,"Female","US",2,1,2,5,5,3,4,5,3,4,5,2,5,3,4,0.33,0.87,0.8,0.73,0.8
"395",43,"Female","US",1,3,3,2,2,1,4,5,5,3,4,1,4,4,3,0.47,0.33,0.93,0.53,0.73
"396",44,"Female","CA",3,4,3,5,5,4,4,5,4,4,5,5,4,5,4,0.67,0.93,0.87,0.93,0.87
"397",21,"Female","ZA",4,2,4,4,4,2,5,5,4,5,4,5,5,5,5,0.67,0.67,0.93,0.93,1
"398",22,"Female","FR",3,3,4,4,4,4,3,5,3,5,4,3,4,5,4,0.67,0.8,0.73,0.8,0.87
"399",19,"Female","CA",2,4,3,4,4,3,5,5,2,4,3,4,2,3,2,0.6,0.73,0.8,0.73,0.47
"400",42,"Female","CA",4,3,3,3,4,3,4,5,4,4,4,4,4,4,4,0.67,0.67,0.87,0.8,0.8
"401",17,"Other","US",1,2,4,3,5,1,4,5,4,4,5,4,5,5,4,0.47,0.6,0.87,0.87,0.93
"402",39,"Female","US",4,4,4,3,3,2,5,5,4,3,4,2,5,4,4,0.8,0.53,0.93,0.6,0.87
"403",20,"Female","AR",1,2,2,5,5,5,4,4,2,4,4,1,4,3,3,0.33,1,0.67,0.6,0.67
"404",18,"Male","US",2,4,3,4,4,2,3,2,3,5,3,4,3,4,4,0.6,0.67,0.53,0.8,0.73
"405",14,"Male","US",5,3,4,3,2,1,3,1,3,5,5,3,4,5,5,0.8,0.4,0.47,0.87,0.93
"406",18,"Male","MY",1,5,4,3,4,1,4,5,4,5,4,3,5,4,4,0.67,0.53,0.87,0.8,0.87
"407",25,"Male","US",4,4,4,4,3,4,4,4,4,3,3,4,4,3,4,0.8,0.73,0.8,0.67,0.73
"408",17,"Male","US",1,2,1,1,2,1,2,1,2,4,4,4,1,4,2,0.27,0.27,0.33,0.8,0.47
"409",21,"Male","US",2,3,2,4,3,3,4,4,5,3,4,3,4,4,5,0.47,0.67,0.87,0.67,0.87
"410",13,"Female","CA",1,3,2,4,5,1,3,4,4,4,5,4,3,4,2,0.4,0.67,0.73,0.87,0.6
"411",36,"Male","US",5,5,5,2,3,2,5,2,2,2,3,4,4,5,4,1,0.47,0.6,0.6,0.87
"412",17,"Male","CA",1,2,1,3,5,2,2,3,3,2,4,2,3,4,3,0.27,0.67,0.53,0.53,0.67
"413",30,"Female","US",1,1,1,4,5,4,1,3,1,3,4,4,4,3,4,0.2,0.87,0.33,0.73,0.73
"414",24,"Female","HK",2,4,3,5,5,5,4,3,3,4,4,5,2,2,2,0.6,1,0.67,0.87,0.4
"415",16,"Female","BR",1,2,2,3,3,3,3,4,3,2,4,1,5,3,3,0.33,0.6,0.67,0.47,0.73
"416",16,"Female","CO",2,3,3,1,3,2,5,5,4,3,4,1,5,5,4,0.53,0.4,0.93,0.53,0.93
"417",51,"Male","US",2,2,2,4,5,5,3,3,3,4,4,3,2,3,2,0.4,0.93,0.6,0.73,0.47
"418",20,"Male","PK",4,5,5,2,2,2,5,5,4,5,5,5,4,4,4,0.93,0.4,0.93,1,0.8
"419",43,"Male","US",4,4,4,4,5,4,5,5,4,2,5,4,5,5,5,0.8,0.87,0.93,0.73,1
"420",25,"Male","US",1,2,1,4,5,2,2,4,5,4,5,3,4,5,5,0.27,0.73,0.73,0.8,0.93
"421",28,"Male","US",5,2,5,5,5,5,5,4,3,4,4,4,5,4,5,0.8,1,0.8,0.8,0.93
"422",13,"Female","US",2,2,3,3,5,3,4,5,4,5,5,3,3,5,4,0.47,0.73,0.87,0.87,0.8
"423",49,"Female","NZ",2,5,4,3,5,5,4,5,4,5,5,4,5,5,5,0.73,0.87,0.87,0.93,1
"424",17,"Male","AE",4,4,5,3,3,3,5,5,3,4,4,3,5,5,5,0.87,0.6,0.87,0.73,1
"425",19,"Female","US",1,3,2,5,4,3,3,3,3,4,3,3,3,3,3,0.4,0.8,0.6,0.67,0.6
"426",37,"Female","IN",1,1,2,4,5,5,4,5,4,4,5,5,5,3,3,0.27,0.93,0.87,0.93,0.73
"427",23,"Male","PH",1,3,5,5,4,5,5,5,3,3,4,4,3,4,5,0.6,0.93,0.87,0.73,0.8
"428",21,"Male","MY",2,3,2,3,5,4,4,3,2,2,4,2,4,4,4,0.47,0.8,0.6,0.53,0.8
"429",29,"Female","CA",1,4,4,5,5,5,4,2,3,4,5,5,5,3,3,0.6,1,0.6,0.93,0.73
"430",24,"Female","US",4,5,5,4,5,4,5,5,5,2,5,3,5,4,4,0.93,0.87,1,0.67,0.87
"431",16,"Female","PH",1,1,1,5,5,5,2,5,1,3,5,5,5,5,5,0.2,1,0.53,0.87,1
"432",17,"Male","US",4,4,2,1,1,1,2,3,2,5,5,2,4,4,3,0.67,0.2,0.47,0.8,0.73
"433",20,"Male","IN",3,4,2,2,4,2,5,2,3,4,4,3,4,4,4,0.6,0.53,0.67,0.73,0.8
"434",21,"Male","MY",1,2,1,2,4,2,3,3,1,4,4,4,3,4,3,0.27,0.53,0.47,0.8,0.67
"435",17,"Female","PH",5,4,5,4,5,4,5,3,5,3,3,4,3,4,3,0.93,0.87,0.87,0.67,0.67
"436",60,"Male","US",5,5,5,4,4,4,5,4,4,5,4,4,5,5,5,1,0.8,0.87,0.87,1
"437",22,"Female","IN",3,5,5,2,5,5,4,5,3,5,2,5,5,4,5,0.87,0.8,0.8,0.8,0.93
"438",44,"Male","US",4,1,1,5,4,5,1,2,4,3,4,4,5,4,4,0.4,0.93,0.47,0.73,0.87
"439",58,"Female","US",3,5,4,3,3,3,4,4,5,4,3,3,4,4,4,0.8,0.6,0.87,0.67,0.8
"440",16,"Female","US",2,2,3,4,5,4,5,2,1,4,5,5,5,5,5,0.47,0.87,0.53,0.93,1
"441",16,"Male","NZ",4,5,5,4,4,1,5,5,4,4,4,2,5,5,5,0.93,0.6,0.93,0.67,1
"442",19,"Female","US",1,2,1,5,5,4,1,3,2,2,3,3,5,4,5,0.27,0.93,0.4,0.53,0.93
"443",46,"Female","US",1,3,4,2,2,3,4,2,2,2,3,2,5,2,5,0.53,0.47,0.53,0.47,0.8
"444",21,"Female","IN",4,5,4,3,4,3,5,4,4,4,4,3,3,5,4,0.87,0.67,0.87,0.73,0.8
"445",21,"Female","IN",5,1,1,1,5,5,1,5,5,1,5,1,5,5,5,0.47,0.73,0.73,0.47,1
"446",23,"Female","US",2,3,5,5,5,4,4,4,3,4,5,3,5,4,4,0.67,0.93,0.73,0.8,0.87
"447",18,"Female","PH",3,4,4,2,3,1,5,5,3,4,5,4,3,5,2,0.73,0.4,0.87,0.87,0.67
"448",16,"Male","AU",3,2,2,2,2,4,1,3,4,3,5,3,4,5,5,0.47,0.53,0.53,0.73,0.93
"449",22,"Female","MY",3,4,4,3,3,2,2,4,4,3,2,3,2,2,2,0.73,0.53,0.67,0.53,0.4
"450",24,"Female","ID",3,5,5,1,1,2,5,4,3,3,3,2,2,4,2,0.87,0.27,0.8,0.53,0.53
"451",21,"Female","US",2,2,2,5,5,4,4,2,2,5,5,5,5,5,5,0.4,0.93,0.53,1,1
"452",39,"Female","NZ",1,1,4,2,2,1,2,2,4,3,4,1,4,4,4,0.4,0.33,0.53,0.53,0.8
"453",18,"Female","IN",4,3,5,5,5,5,5,4,5,3,4,4,5,4,4,0.8,1,0.93,0.73,0.87
"454",20,"Male","ID",2,4,3,4,5,5,4,5,3,4,4,4,5,3,2,0.6,0.93,0.8,0.8,0.67
"455",20,"Male","ID",2,4,3,4,5,4,4,5,4,4,5,4,4,3,3,0.6,0.87,0.87,0.87,0.67
"456",47,"Male","IN",1,3,3,2,2,5,5,5,5,5,5,5,5,5,5,0.47,0.6,1,1,1
"457",17,"Female","PH",3,4,4,2,2,1,5,5,5,3,5,5,5,4,5,0.73,0.33,1,0.87,0.93
